Region,Brca1,E2f6,Esrrb,Foxm1,Grhl2,Hdac2,Klf5,Max,Mga,Nanog,Nfkb2,Patz1,Pou5f1,Rad21,Rel,Rela,Rest,Sin3a,Smc3,Sox2,Sp1,Tbx3,Tlr4,Zfp281,Zfp42,Zic3,openness,GCcontent,Label
region 930,0,0,0,0,0,0,88423.73575,0,38878.68944,73515.82934,0,0,982298.8406,0,0,0,0,0,0,156301.7861,35918.5885,27310.55746,0,0,0,0,16.3134135,0.533816,1
region 931,0,0,57874.60259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.890195609,0,0,0,3.006938043,0.383803,1
region 932,0,3541.780325,0,0,0,0,552438.0148,0,0,0,0,69945.19362,0,0,157.0794995,4794.190952,0,0,0,0,202385.0602,0,0,0,0,0,4.431703203,0.725594,1
region 933,0,1923.364127,0,0,0,0,94712.72148,0,54978.69275,37651.16036,0,12317.41134,0,0,164.8906566,5032.593665,0,0,0,0,20977.10023,38620.09674,0,0,0,0,20.4991358,0.569554,1
region 934,28081.88224,0,0,0,0,0,98834.93143,0,23968.77402,81487.95441,0,13989.03872,0,0,0,0,0,0,0,0,51989.38214,16837.00221,0,0,0,2687.577311,9.289767393,0.712251,1
region 935,0,0,0,0,0,0,191397.1189,0,16869.90494,0,0,0,0,0,0,0,0,0,0,0,70821.07968,11850.36108,0,0,0,0,14.52590222,0.668942,1
region 936,0,1661.673913,20877.06049,0,0,0,48793.04432,7820.804592,17220.43574,0,0,0,0,249353.7679,0,0,0,11918.41056,34915.64926,0,0,12096.59344,0,0,0,0,5.944993715,0.69685,1
region 937,0,3846.728254,0,0,0,0,234696.987,0,0,38020.16331,0,27978.07745,0,0,331.4480615,10116.05781,0,0,0,0,91253.67295,0,0,0,0,0,3.102759089,0.688725,1
region 938,0,0,18897.02441,0,0,0,238618.9624,0,0,57158.60525,0,12317.41134,0,0,0,0,0,0,0,0,42740.21042,0,0,0,0,3087.125084,4.971960777,0.708046,1
region 939,0,1560.501791,18897.02441,0,0,0,150160.6218,0,0,0,0,0,0,0,0,0,0,0,0,0,82576.41551,0,0,0,416074.4162,0,9.712872652,0.702624,1
region 940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.329673379,0.565056,1
region 941,0,0,71199.74864,0,0,0,245410.1164,0,0,30897.13205,0,0,757937.412,224907.2311,0,0,0,0,31492.53394,77462.35473,65315.19999,0,0,0,0,0,19.51434025,0.604651,1
region 942,0,0,0,0,0,0,258194.0658,0,53485.07394,114355.9599,9504.222075,0,0,0,0,0,0,0,0,0,67286.86495,37570.89568,0,0,0,2778.236581,6.698492496,0.667171,1
region 943,0,0,19082.20043,0,0,0,317339.3172,0,0,0,10309.96595,12317.41134,0,341322.1172,143.0177953,4365.016582,0,0,47793.47604,0,49581.44038,0,0,0,0,0,3.604235635,0.759259,1
region 944,0,0,0,0,0,0,346391.0137,0,16327.53442,47036.47369,0,26754.97474,0,0,0,0,0,0,0,0,120378.122,11469.36981,0,0,0,0,11.52853775,0.669421,1
region 945,0,0,0,0,0,0,55151.83642,0,0,0,0,0,0,0,0,0,0,0,0,0,56067.17012,0,0,0,0,0,6.98817796,0.73743,1
region 946,0,1745.992608,0,0,0,0,171042.8997,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,61558.99203,0,0,0,0,0,4.687092597,0.723618,1
region 947,0,0,0,0,0,0,40738.83066,0,0,79726.81359,0,0,0,0,0,0,0,0,0,0,50490.00422,0,0,0,0,0,15.3021407,0.461039,1
region 948,0,0,0,0,0,0,306226.9662,0,0,31311.0343,0,25216.12223,0,0,0,0,0,0,0,0,30172.69745,0,0,0,0,0,9.349201337,0.647303,1
region 949,0,0,0,0,0,0,40016.22654,0,15009.36144,0,0,0,0,0,0,0,0,0,0,0,19194.40154,10543.41168,0,0,0,0,5.648242285,0.473418,1
region 950,0,1617.206007,0,0,0,0,0,0,15260.44896,93758.59081,0,14389.38255,0,0,0,0,0,0,0,0,22457.0956,10719.78954,0,9748.843033,0,2710.55106,9.563749449,0.595745,1
region 951,0,0,27009.9542,0,0,0,0,0,17360.00288,0,0,0,0,0,0,0,0,0,0,0,0,12194.63318,0,0,0,0,2.704962738,0.765714,1
region 952,0,0,18543.37775,0,0,0,0,0,21518.68656,36932.53939,0,0,0,0,0,0,0,0,0,0,51461.13283,15115.92428,0,0,0,2637.530755,9.273673729,0.5,1
region 953,0,0,26684.13929,0,0,0,42727.00144,7302.25141,0,46757.13284,0,0,0,284125.3957,0,0,0,11128.16838,39784.53082,521131.223,0,0,0,0,0,0,7.574784574,0.519108,1
region 954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140757.5538,0,0,0,0,0,0,1.617030367,0.504274,1
region 955,0,0,18668.55105,0,0,0,113290.4731,0,16634.58047,0,0,0,0,0,0,0,0,0,0,0,31695.61197,11685.05606,0,0,0,0,14.17610228,0.65272,1
region 956,0,0,0,0,0,0,48602.95861,0,21518.68656,127983.9437,0,12317.41134,0,0,0,0,0,0,0,0,0,15115.92428,0,0,0,6912.387753,10.27302128,0.685714,1
region 957,0,0,0,0,0,0,0,0,17220.43574,31597.42608,0,0,0,0,0,0,0,0,0,0,0,12096.59344,0,0,0,0,18.44451897,0.487069,1
region 958,0,0,19903.37621,0,0,0,0,0,66783.31299,97641.62998,0,0,0,0,0,0,0,0,0,245819.9622,0,46912.31966,0,0,0,3020.401749,12.64747231,0.505155,1
region 959,0,1775.2126,59130.67477,0,2425.326663,0,88444.75661,0,15685.68756,258084.4616,0,41144.35729,976929.8221,0,295.8082586,9028.302747,0,0,0,173665.2945,73797.98137,11018.50082,0,0,0,3280.88826,23.24347718,0.533742,1
region 960,0,0,0,0,0,45705.47473,182497.5448,16433.85645,20164.22718,46702.25439,9812.560732,43097.02431,0,0,0,0,0,25044.15575,0,152223.9644,75516.57451,14164.47656,0,0,0,0,17.00018563,0.576324,1
region 961,0,0,22592.8436,0,0,0,196943.2872,0,0,42755.47022,0,42767.80382,0,0,0,0,0,0,0,0,97451.41624,0,0,0,0,0,9.587291418,0.76489,1
region 962,0,0,0,0,0,0,88509.94056,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,20936.55729,0,0,0,0,0,4.365169282,0.769231,1
region 963,0,0,0,0,0,0,51063.79139,0,0,0,0,26997.44367,0,0,135.4609279,4134.374996,0,0,0,0,24493.53677,0,0,0,0,0,4.331758994,0.808642,1
region 964,0,0,23510.73787,0,0,109824.3441,345542.4954,0,17096.55175,50421.73668,0,12805.62338,0,0,0,0,0,0,0,278850.3621,117145.807,12009.57043,0,0,0,2723.268131,27.22634315,0.637138,1
region 965,0,0,24871.11901,0,0,0,271473.5181,0,0,38691.64616,0,0,0,0,0,0,0,0,0,0,61960.14028,0,0,0,323886.1887,0,10.87893806,0.626039,1
region 966,0,1693.711058,0,11653.05701,0,40874.81329,283120.0991,0,0,0,9931.393625,12608.06112,0,0,0,0,0,0,0,170382.565,80287.30144,0,0,0,0,0,25.22167489,0.734234,1
region 967,0,1492.016225,0,0,0,0,101251.9326,7770.129207,0,0,0,0,0,0,0,0,0,11841.18449,0,0,0,0,0,0,0,0,14.2380246,0.676871,1
region 968,0,0,22267.02869,0,0,0,0,0,0,86872.35594,0,0,0,323177.0591,0,0,0,0,45252.72243,0,0,0,0,0,0,3047.411148,19.13478849,0.530864,1
region 969,0,0,0,0,0,0,151866.7647,0,30232.70857,39608.90117,0,12317.41134,0,0,0,0,0,0,0,67048.43867,0,21237.13882,0,0,0,0,23.22723311,0.574257,1
region 970,12197.80654,1557.792942,22354.724,0,0,0,46589.74118,0,48785.37509,0,0,12805.62338,0,0,135.8547644,4146.395197,0,0,0,0,22347.48944,34269.56538,0,0,0,0,13.59998247,0.655367,1
region 971,0,0,0,0,0,0,276112.0409,0,31895.02668,89757.5152,0,13989.03872,0,0,0,0,0,0,0,0,135297.2878,22404.84367,0,0,0,3096.290179,24.4389932,0.697248,1
region 972,0,0,21623.48905,0,0,0,148638.1221,0,16028.28724,45178.1557,0,0,0,268863.0292,0,0,0,0,37647.4248,155770.3,131889.9371,11259.16192,0,0,0,0,18.84124344,0.599106,1
region 973,0,1560.501791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25672595,0.514151,1
region 974,0,0,27519.58833,0,0,0,504500.8473,0,0,0,0,67341.11331,0,0,0,0,0,0,0,0,124780.745,0,0,0,0,0,5.251853033,0.722595,1
region 975,0,0,19583.08337,0,0,62930.52897,311437.1443,0,18127.84115,70766.54202,0,12317.41134,0,0,0,0,0,0,0,0,170424.4751,12734.00556,0,0,0,4437.771985,18.63981099,0.649621,1
region 976,0,0,44238.14894,0,0,0,0,0,0,46634.35255,0,0,0,0,0,0,0,0,0,215343.3082,0,0,0,0,0,0,4.51205109,0.530864,1
region 977,0,0,0,0,0,0,241283.031,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,94867.26225,0,0,0,0,0,22.61303435,0.549383,1
region 978,0,0,26819.3668,0,0,0,180817.7925,0,15901.22695,0,0,0,0,0,0,0,0,0,0,0,89369.95656,11169.9077,0,0,0,0,21.48966997,0.590164,1
region 979,0,1723.564722,0,0,0,0,227130.0559,0,0,111436.1466,0,13989.03872,0,0,155.6156136,4749.511993,0,0,0,0,119265.505,0,0,0,0,3496.264853,19.70516012,0.705298,1
region 980,15219.35572,1682.602934,0,0,0,0,101130.3997,0,0,0,0,0,0,0,147.6437942,4506.205741,0,0,0,0,26675.09134,0,0,0,0,0,13.78701396,0.742475,1
region 981,0,1871.082369,42229.70866,0,0,0,237669.8356,0,0,0,0,0,0,0,150.7032079,4599.581474,0,0,0,0,64548.05516,0,0,0,0,0,7.383551435,0.661224,1
region 982,0,0,0,0,1051.708667,0,0,0,32516.57882,0,0,0,0,0,0,0,0,0,0,0,16126.53044,22841.45652,0,0,0,0,33.81259027,0.497664,1
region 983,0,0,0,0,0,0,0,0,51795.65397,138343.1856,0,0,0,0,0,0,0,0,0,0,22977.36929,36384.15298,0,0,0,0,14.58177864,0.47541,1
region 984,0,1576.386277,0,0,0,0,203143.8925,0,21518.68656,0,0,13989.03872,0,0,0,0,0,0,0,0,53056.54479,15115.92428,0,0,0,0,1.498833192,0.767196,1
region 985,0,3133.799637,19178.69754,0,0,0,57034.27614,0,15182.04145,0,0,0,0,0,0,0,0,0,0,0,27357.37206,10664.71173,0,0,0,0,21.34854008,0.668731,1
region 986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824773162,0.802469,1
region 987,0,3506.138699,0,0,0,0,310701.6914,0,0,32613.58515,0,27539.07562,0,0,142.2899681,4342.802719,0,0,0,0,108844.5829,0,0,0,408277.3122,0,14.09530624,0.698413,1
region 988,0,0,0,0,0,0,242552.4426,0,14909.91542,0,0,0,0,0,0,0,0,0,0,0,51665.57625,10473.55524,0,0,0,0,11.83967099,0.6743,1
region 989,0,1661.673913,0,0,0,0,172540.3346,0,30192.2927,58632.28266,0,27978.07745,0,0,0,0,0,0,0,0,61823.3783,21208.74846,0,0,0,3166.718113,5.619174499,0.768072,1
region 990,0,0,0,0,0,0,240267.8102,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,60946.60996,0,0,0,0,0,12.68593145,0.735395,1
region 991,0,1760.14609,0,0,0,50296.78994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.49835351,0.516854,1
region 992,0,0,0,0,0,0,204526.9482,0,0,0,0,0,0,0,0,0,0,0,0,0,104699.9431,0,0,0,0,0,1.808462668,0.794613,1
region 993,0,0,0,0,0,0,0,0,0,0,0,12608.06112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74858793,0.603261,1
region 994,0,0,19494.11982,0,0,45705.47473,0,0,68279.91251,0,10066.37827,0,0,0,0,0,0,0,0,0,0,47963.61454,0,0,0,0,17.97181516,0.512195,1
region 995,0,0,24442.6176,0,0,0,0,0,20550.01133,99563.42677,0,0,1504872.735,0,0,0,0,0,0,0,0,14435.47283,0,0,0,5832.419157,24.53554369,0.511527,1
region 996,0,0,63810.07115,0,0,0,492979.2825,0,0,0,0,42367.46,0,274954.7049,0,0,0,0,38500.40896,0,222265.1535,0,0,0,0,0,14.80964383,0.675182,1
region 997,0,0,0,0,0,0,286660.1976,0,34313.70375,67912.10514,0,0,0,0,0,0,0,0,0,67744.6154,43000.15069,24103.85719,0,0,0,0,11.93337135,0.45098,1
region 998,0,1787.117578,0,0,0,0,224822.0402,0,15260.44896,0,0,13989.03872,0,0,318.9648307,9735.059701,0,0,0,0,52208.03366,10719.78954,0,0,0,0,20.58155525,0.53202,1
region 999,16551.34141,3103.072911,0,0,1040.782127,0,379797.584,0,37416.71793,32566.76101,0,13989.03872,0,0,137.1386152,4185.579343,0,0,0,0,127602.9707,26283.58722,0,0,0,0,12.81191807,0.673352,1
region 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.473094261,0.696809,1
region 1001,0,0,0,0,0,0,470281.4122,0,38308.51733,0,0,27978.07745,0,0,0,0,0,0,0,0,98431.46864,26910.0368,0,0,0,0,13.68647,0.614583,1
region 1002,0,0,0,0,0,0,0,7348.026964,0,0,0,0,0,0,0,0,0,11197.92742,0,0,0,0,0,9526.310874,0,0,26.94321851,0.520286,1
region 1003,0,0,0,0,0,0,46273.60866,0,0,0,0,14389.38255,0,0,0,0,0,0,0,0,22195.85159,0,0,0,0,0,18.88378563,0.662602,1
region 1004,0,0,0,0,0,0,413260.6658,0,64974.62611,32340.05978,0,12765.93602,0,0,0,0,0,0,0,0,85449.40295,45641.79723,0,0,0,0,12.72148515,0.656637,1
region 1005,0,0,22408.53416,0,0,0,0,0,36061.70759,37964.32927,0,0,0,0,0,0,0,0,0,0,0,25331.75247,0,0,0,0,3.93070121,0.561404,1
region 1006,0,0,28610.84278,0,0,0,238251.6216,0,0,102973.9311,0,13989.03872,0,0,0,0,0,0,0,0,57781.44735,0,0,0,0,0,24.63790953,0.664688,1
region 1007,0,1693.711058,18950.36017,0,0,48877.25188,331275.0747,9361.759303,0,69635.56822,0,13989.03872,0,0,0,0,0,14266.72789,0,0,132818.1032,0,0,0,0,0,9.554916414,0.649225,1
region 1008,0,0,0,0,0,0,236482.1992,0,0,0,0,26597.09984,0,0,0,0,0,0,0,0,62009.34974,0,0,0,0,0,9.998645553,0.747253,1
region 1009,0,0,70261.08492,0,0,0,93596.72353,0,0,31424.02657,0,26706.79389,0,0,0,0,0,0,0,0,22985.44319,0,0,0,0,0,2.716532516,0.588942,1
region 1010,0,0,0,0,0,0,133734.7782,0,0,106687.5024,0,0,0,0,0,0,0,0,0,0,70446.04947,0,0,0,0,5762.171126,13.48511514,0.532967,1
region 1011,0,0,20197.59892,0,0,0,0,0,33042.6381,35293.83757,0,0,0,0,0,0,0,0,0,0,17793.19102,23210.98986,0,0,0,0,24.25268101,0.421133,1
region 1012,0,0,20710.81639,0,0,0,0,8755.718445,0,98173.53454,0,0,0,0,0,0,0,13343.16003,0,0,0,0,0,0,0,3649.599642,28.53336144,0.385911,1
region 1013,0,0,90493.61585,0,0,0,50627.36145,0,33793.74363,79898.47255,0,0,633228.2593,0,0,0,0,0,0,141606.034,43641.82486,23738.60824,0,0,0,0,21.25733916,0.558376,1
region 1014,0,0,0,0,0,0,0,0,17036.87973,0,0,0,0,0,0,0,0,0,0,0,21090.56556,11967.65347,0,6828.141091,0,0,14.71382207,0.446494,1
region 1015,0,1839.399129,42684.23277,0,0,0,0,0,0,51866.88276,0,0,0,0,188.0291474,5738.798763,0,0,0,0,0,0,0,0,0,2801.320189,5.94250528,0.583618,1
region 1016,0,0,0,0,0,0,45379.41454,0,0,49612.01339,0,0,0,0,0,0,0,0,0,0,21766.93755,0,0,0,0,2679.535135,8.379304368,0.685,1
region 1017,0,1923.364127,19682.06636,0,0,0,0,0,18127.84115,0,9342.096125,26315.97292,0,0,270.3073559,8249.994964,0,0,0,0,0,12734.00556,0,0,0,0,18.35103805,0.622449,1
region 1018,0,0,0,0,0,0,82566.07541,0,34313.70375,98147.40585,0,0,858389.8242,0,0,0,0,0,0,0,0,24103.85719,0,0,0,0,6.444012953,0.421053,1
region 1019,0,0,0,0,0,0,257171.6915,0,14968.97863,95490.52455,0,12805.62338,0,0,0,0,0,0,0,0,109396.8631,10515.04453,0,0,0,3011.195734,12.63833715,0.692557,1
region 1020,12158.62085,3036.05287,96845.03624,0,0,0,444425.0914,7785.957788,0,0,0,13989.03872,0,0,0,0,0,11865.30624,0,0,198658.601,0,0,0,0,0,9.11272087,0.666667,1
region 1021,0,0,0,0,0,0,197424.2659,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,73680.51234,0,0,0,0,0,6.346081015,0.704167,1
region 1022,0,0,0,0,0,0,148393.3448,0,16028.28724,72378.31654,0,13989.03872,0,0,0,0,0,0,0,0,77513.36598,11259.16192,0,0,0,0,15.13337788,0.484536,1
region 1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.238644045,0.691358,1
region 1024,0,0,0,22015.88081,0,118054.3098,580488.9484,0,0,0,0,38914.51118,912485.5415,0,0,0,0,0,0,417382.3792,142120.5315,0,0,6605.608932,0,0,12.58114566,0.605556,1
region 1025,0,0,0,0,0,0,87037.42569,0,15721.26598,34892.50822,0,0,0,0,0,0,0,0,0,77462.35473,19205.73911,11043.49308,0,0,336614.664,0,11.21333278,0.554455,1
region 1026,0,0,19178.69754,0,0,0,90896.21799,0,0,44024.40461,0,0,0,0,0,0,0,0,0,0,39559.07634,0,0,0,0,0,14.1727004,0.61039,1
region 1027,0,1683.236607,0,0,0,0,0,0,18127.84115,40608.02336,0,0,0,0,291.0768527,8883.896487,0,0,0,0,0,12734.00556,0,0,0,0,5.40312787,0.49711,1
region 1028,0,1582.774779,0,0,0,0,211290.1447,0,0,31148.03712,0,28778.7651,0,0,0,0,0,0,0,0,78470.54089,0,0,0,0,0,31.35407288,0.65587,1
region 1029,0,0,0,0,0,0,296545.257,0,17096.55175,89652.782,0,13989.03872,0,0,0,0,0,0,0,73231.12826,92515.42729,12009.57043,0,0,0,2766.219214,16.27850712,0.61746,1
region 1030,0,0,24210.07384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25777065,0.485549,1
region 1031,27888.24508,1545.559738,0,0,0,0,42156.4912,7842.739001,16028.28724,0,0,0,0,0,121.4119989,3705.590535,0,11951.83721,0,77462.35473,0,11259.16192,0,0,0,0,15.02569426,0.655022,1
region 1032,0,0,0,0,0,0,46333.8327,7965.35976,15777.34297,0,0,0,0,0,0,0,0,12138.70348,0,67613.83283,0,11082.88469,0,0,0,0,10.63876876,0.696113,1
region 1033,0,0,23771.79336,0,0,0,102577.7052,8977.460641,0,0,0,0,0,0,0,0,0,13681.08108,0,0,0,0,0,0,0,0,14.82998205,0.558583,1
region 1034,0,0,0,0,0,0,88240.12263,0,17009.25996,0,0,0,0,0,0,0,0,0,0,0,19144.71511,11948.25181,0,0,0,0,31.16323776,0.537037,1
region 1035,0,1557.792942,20000.28131,0,0,0,57698.66308,0,14909.91542,45411.19798,0,12765.93602,0,0,0,0,0,0,0,229240.1388,23444.07427,10473.55524,0,0,0,0,14.11586747,0.64494,1
region 1036,0,0,0,0,0,0,151246.0949,0,16746.02096,45224.97302,0,0,0,0,0,0,0,0,0,0,22221.45218,11763.33807,0,0,0,0,11.84191411,0.710784,1
region 1037,0,0,0,0,0,0,602289.3702,0,0,0,0,54684.87134,0,0,0,0,0,0,0,0,166832.3931,0,0,0,0,2925.505176,10.71299479,0.678862,1
region 1038,0,0,0,0,0,0,0,9914.492733,0,54075.86993,0,12805.62338,0,0,0,0,0,15109.05861,0,0,0,0,0,0,0,2920.627153,4.434343569,0.747126,1
region 1039,0,0,0,0,0,0,88907.46865,0,70078.85561,0,0,0,864583.0184,0,0,0,0,0,0,0,43745.39511,49227.2924,0,0,0,0,36.21667965,0.516892,1
region 1040,0,1745.992608,45451.78086,0,1090.931697,0,391220.8244,0,34345.11414,0,0,96000.57421,0,0,142.2899681,4342.802719,0,0,0,0,110144.1368,24125.9216,0,0,0,0,5.85241796,0.692308,1
region 1041,0,1745.992608,0,0,0,0,96165.75227,0,0,0,0,0,0,0,141.8750004,4330.137577,0,0,0,0,46127.38939,0,0,0,294127.3196,0,12.14378362,0.691729,1
region 1042,0,0,52670.65363,0,0,0,186695.4733,0,0,0,0,13989.03872,0,0,0,0,0,0,0,0,69235.36334,0,0,0,0,0,9.793072675,0.63138,1
region 1043,0,1760.14609,0,0,0,0,212350.3783,0,15901.22695,54095.73948,0,12805.62338,0,0,0,0,0,0,0,0,26240.45938,11169.9077,0,0,0,2921.700304,10.26426527,0.673469,1
region 1044,0,0,0,0,0,0,0,0,42247.6754,38771.42468,0,0,0,0,0,0,0,0,0,0,28219.35125,29677.12089,0,0,0,0,22.02604238,0.508772,1
region 1045,0,0,0,0,0,0,43403.94787,0,0,86139.87884,0,0,0,0,0,0,0,0,0,0,56953.07905,0,0,0,0,0,10.61835158,0.668421,1
region 1046,0,0,0,10989.81827,0,39834.66297,95469.61708,0,0,0,0,12608.06112,0,0,0,0,0,0,0,0,45793.47739,0,0,4571.979188,0,0,9.95581625,0.661376,1
region 1047,0,1735.164253,20784.27007,0,0,0,653089.0027,0,0,31980.3261,0,13550.0369,0,0,153.4354464,4682.97156,0,0,0,0,146083.6631,0,0,0,344561.8436,0,10.1548857,0.695507,1
region 1048,0,0,0,0,0,0,0,0,16028.28724,0,0,0,0,288681.2005,0,0,0,0,40422.45533,0,0,11259.16192,0,0,0,0,5.382167936,0.744565,1
region 1049,0,0,0,0,0,0,49159.28821,0,16746.02096,0,0,12608.06112,0,0,0,0,0,0,0,0,23580.01238,11763.33807,0,0,0,0,20.92579007,0.728916,1
region 1050,0,0,0,0,0,0,0,0,14909.91542,39943.88494,0,0,0,0,0,0,0,0,0,0,0,10473.55524,0,0,291510.5085,0,15.09423099,0.648276,1
region 1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63288152,0.675676,1
region 1052,0,1827.445693,0,0,0,0,93636.94521,0,0,0,0,13989.03872,0,0,142.2025491,4340.134623,0,0,0,0,20852.15569,0,0,0,0,0,5.377627231,0.788889,1
region 1053,0,1589.196414,0,0,0,0,105656.8394,0,0,0,0,41184.04466,0,0,0,0,0,0,0,0,50679.936,0,0,0,0,0,6.667530391,0.798246,1
region 1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42484105,0.587065,1
region 1055,11910.99535,3344.276847,31337.30741,0,0,0,0,0,35088.05991,134958.8441,0,0,702737.4097,0,139.5461837,4259.060243,0,0,0,0,0,24647.8081,0,0,286915.6646,2706.297167,14.18670827,0.572254,1
region 1056,0,1693.711058,0,0,0,0,579183.2384,0,67298.72491,63042.61224,0,39363.03586,0,221441.7998,0,0,0,0,31007.28847,0,178650.0162,47274.37371,0,0,0,0,9.993998705,0.738061,1
region 1057,0,0,0,0,0,46098.09151,98192.56576,0,0,0,0,0,0,0,0,0,0,0,0,0,47099.58181,0,0,0,0,0,21.94630122,0.520115,1
region 1058,0,0,0,0,0,0,100284.5572,0,0,0,0,0,0,0,0,0,0,0,0,0,58767.97795,0,0,0,0,0,8.371671978,0.700337,1
region 1059,0,1713.955671,0,0,0,0,86431.31619,0,0,38770.98101,0,12317.41134,0,232265.1665,137.7553248,4204.40181,0,0,32522.82553,67048.43867,0,0,0,0,0,0,18.70574844,0.598499,1
region 1060,0,0,0,0,0,0,309660.5441,0,0,34585.12066,0,12317.41134,0,0,0,0,0,0,0,0,27387.71639,0,0,0,0,0,16.01514788,0.537037,1
region 1061,0,0,0,6127.591581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.149700962,0.522523,1
region 1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36943808,0.605634,1
region 1063,0,0,0,0,0,0,0,0,36444.66805,60411.03373,0,0,0,0,0,0,0,0,0,0,0,25600.76523,0,0,0,3262.78811,25.28725697,0.697674,1
region 1064,0,0,0,0,0,0,125374.376,0,17093.26801,0,0,0,0,0,0,0,0,0,0,0,19955.28498,12007.26375,0,0,0,0,10.7088022,0.628362,1
region 1065,0,0,0,0,0,0,42143.00965,0,36035.47074,0,0,0,2231639.035,0,0,0,0,0,0,88841.36818,0,25313.32225,0,0,0,0,14.56552819,0.591195,1
region 1066,0,0,0,0,0,0,98898.58462,0,0,0,0,0,0,0,0,0,0,0,0,0,24424.96788,0,0,0,0,0,7.710525091,0.754647,1
region 1067,0,1557.792942,0,0,0,0,44267.17118,0,0,0,0,0,0,225442.6962,0,0,0,0,31567.5122,0,0,0,0,0,0,0,10.88351046,0.699248,1
region 1068,0,3056.602723,0,0,0,0,253610.6987,0,15330.40195,40760.0312,0,27978.07745,0,0,0,0,0,0,0,0,77719.49182,10768.92842,0,0,0,0,7.039704193,0.764,1
region 1069,0,0,0,0,0,0,198702.8863,9532.688317,21518.68656,38648.37136,0,0,0,0,112.590638,3436.355603,0,14527.21287,0,405814.0827,22315.26032,15115.92428,0,4571.979188,0,0,25.07316723,0.523191,1
region 1070,0,1871.082369,23238.25555,0,0,0,247581.9004,0,0,103114.7039,0,13989.03872,0,0,139.0959248,4245.317985,0,0,0,157268.1161,37627.13046,0,0,0,0,3460.573664,5.339505881,0.524044,1
region 1071,0,0,0,0,0,0,0,0,34042.23336,0,0,0,0,0,0,0,0,0,0,246343.1733,0,23913.16127,0,0,0,0,9.143796248,0.593156,1
region 1072,0,1589.196414,47935.52101,0,0,55746.90582,387681.8107,0,0,0,0,26754.97474,0,0,0,0,0,0,0,0,149813.0419,0,0,0,0,0,9.603899802,0.71298,1
region 1073,0,0,0,0,0,0,522216.8582,7209.684445,15665.90248,100183.8058,0,40344.69901,0,0,0,0,0,10987.10219,0,67383.73067,112889.3554,11004.60268,0,8812.312069,0,3305.092574,11.34773179,0.643991,1
region 1074,0,1609.746267,23199.15827,0,0,0,41542.86048,0,0,60411.03373,0,14389.38255,0,0,0,0,0,0,0,0,19926.6751,0,0,0,0,3262.78811,22.47358111,0.633621,1
region 1075,0,0,0,0,0,0,47933.73229,0,0,0,0,0,0,0,0,0,0,0,0,0,22992.15554,0,0,0,0,0,5.187054104,0.798781,1
region 1076,0,0,0,0,0,0,176420.425,0,0,0,0,26306.45006,0,0,0,0,0,0,0,0,41961.71067,0,0,0,0,0,4.325916508,0.748252,1
region 1077,0,1630.649609,20877.06049,0,0,0,246066.03,0,0,0,0,27939.41945,0,0,0,0,0,0,0,0,71756.05931,0,0,0,0,0,12.80838956,0.675676,1
region 1078,0,0,0,0,0,0,0,0,0,0,0,12608.06112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91585152,0.660494,1
region 1079,0,1656.264912,0,0,0,0,603464.423,0,0,0,0,67050.46353,0,0,0,0,0,0,0,0,145305.993,0,0,0,0,0,4.32544064,0.765472,1
region 1080,0,0,47938.39906,0,0,0,395585.0575,0,0,189749.2054,0,30291.40093,0,0,0,0,0,0,0,0,153231.3486,0,0,0,0,6488.214663,6.343218106,0.715808,1
region 1081,0,0,46824.75271,0,0,0,0,9000.16629,17220.43574,138868.4966,0,0,0,254782.3368,0,0,0,13715.68305,35675.78218,0,31374.08688,12096.59344,0,0,0,3301.069827,4.198528689,0.463415,1
