"","probability"
"region 7522",0.0860764818038045
"region 7536",0.382307821217292
"region 7553",0.3166283617974
"region 7583",0.544040707034699
"region 7590",0.682433938802965
"region 7598",0.211574410013568
"region 7599",0.582522493445436
"region 7615",0.0956079727229926
"region 7638",0.265640824470253
"region 7651",0.626496446651204
"region 7656",0.126698874964465
"region 7665",0.320395615361651
"region 7680",0.482263210792158
"region 7685",0.713991668559748
"region 7702",0.14734940748397
"region 7703",0.681686176421349
"region 7705",0.0467568788278629
"region 7711",0.0306360663849347
"region 7713",0.67278120781444
"region 7716",0.1429387085988
"region 7723",0.0569434857960092
"region 7724",0.520374740940098
"region 7727",0.340362087879584
"region 7729",0.299443416230588
"region 7732",0.232642651270769
"region 7733",0.24746137620333
"region 7769",0.182125691769946
"region 7774",0.202507110963711
"region 7775",0.68856290934939
"region 7804",0.342167682304614
"region 7805",0.112178063825877
"region 7809",0.847937557641927
"region 7822",0.449060171343858
"region 7870",0.308802994631969
"region 7871",0.0960665835174582
"region 7874",0.0571779507933212
"region 7887",0.617768503727489
"region 7904",0.360651040627755
"region 7946",0.580718171598296
"region 7948",0.164849455669177
"region 7967",0.647608401060347
"region 7974",0.126259017713953
"region 8008",0.0452851430477194
"region 8015",0.114690923058445
"region 8026",0.112167116515926
"region 8032",0.105398371689652
"region 8039",0.080545983735861
"region 8042",0.18934092159367
"region 8047",0.253748512535464
"region 8054",0.531665092254666
"region 8057",0.223715875788336
"region 8070",0.0967379914728731
"region 8088",0.0734851954216803
"region 8092",0.13680383252203
"region 8103",0.344502891535468
"region 8123",0.279456663281486
"region 8128",0.271653247957425
"region 8142",0.642461981752975
"region 8145",0.266833427829793
"region 8147",0.798726855609457
"region 8152",0.0653440445919867
"region 8155",0.0923142618040074
"region 8170",0.188110934821424
"region 8173",0.111064584422086
"region 8178",0.560772528750415
"region 8196",0.0766928495571055
"region 8197",0.307807297481793
"region 8216",0.332258380728885
"region 8224",0.59094114730544
"region 8225",0.576844749828517
"region 8253",0.673136806660838
"region 8258",0.77628931392556
"region 8265",0.164710759027601
"region 8276",0.224151631783566
"region 8278",0.144987667468776
"region 8293",0.639264025275301
"region 8302",0.25953356219285
"region 8310",0.0169813165114382
"region 8329",0.38968087593082
"region 8367",0.129991732266859
"region 8371",0.054443537686919
"region 8380",0.202979531305481
"region 8397",0.450047597202571
"region 8423",0.23247888159871
"region 8447",0.190712896600098
"region 8459",0.755290224281055
"region 8470",0.302816329781664
"region 8471",0.175754314104301
"region 8478",0.406249604727219
"region 8485",0.245949788096387
"region 8487",0.0902878821126645
"region 8488",0.125745830577167
"region 8492",0.171394883019782
"region 8507",0.0209947969809014
"region 8516",0.0364285428890711
"region 8543",0.446834777253955
"region 8544",0.440846779763121
"region 8561",0.413173151920155
"region 8575",0.0158450558235803
"region 8588",0.681969049478409
"region 8615",0.198461619184738
"region 8633",0.314216088220792
"region 8648",0.289193651850339
"region 8652",0.0562919770569686
"region 8654",0.102693618921554
"region 8657",0.364004534141772
"region 8662",0.110752062915844
"region 8675",0.140631979188654
"region 8678",0.343178822080777
"region 8683",0.82741518076829
"region 8691",0.577911049950688
"region 8697",0.438179374625178
"region 8698",0.708474828090513
"region 8699",0.871911116797291
"region 8707",0.758987291537205
"region 8711",0.237057188869284
"region 8719",0.0367105705981872
"region 8722",0.520270876353315
"region 8723",0.135134137382442
"region 8728",0.429482403934802
"region 8741",0.336078203227339
"region 8743",0.405158609128003
"region 8751",0.696960652443427
"region 8759",0.612299501550988
"region 8765",0.339528323576046
"region 8777",0.211979906820288
"region 8782",0.0906176224736714
"region 8793",0.283627455231274
"region 8794",0.289248543322764
"region 8795",0.698258089587863
"region 8796",0.0362730398763676
"region 8803",0.653798644164505
"region 8810",0.442052391768933
"region 8823",0.411889790407932
"region 8839",0.594442968999472
"region 8856",0.493143852561847
"region 8867",0.298816872111993
"region 8868",0.423907478890552
"region 8874",0.120973111331259
"region 8877",0.678753606309075
"region 8884",0.209601942685405
"region 8885",0.0337786837719562
"region 8906",0.431023185323281
"region 8916",0.348900044933471
"region 8922",0.0661793651563724
"region 8936",0.34660230233359
"region 8945",0.143100549893102
"region 8951",0.30239118395066
"region 8952",0.487658658915662
"region 8978",0.820104912348204
"region 8979",0.0665998873762915
"region 8982",0.609492650240859
"region 8983",0.0595313492742548
"region 8990",0.287282777988894
"region 8992",0.241526915290729
"region 9007",0.456768746667746
"region 9016",0.0424987552888594
"region 9027",0.0824071352620178
"region 9033",0.16009144585788
"region 9057",0.57648114061041
"region 9065",0.292096661128505
"region 9070",0.180172023773255
"region 9081",0.646653543072442
"region 9084",0.350540856272797
"region 9091",0.651214224936602
"region 9123",0.217217644748989
"region 9127",0.431251019062304
"region 9136",0.0720315230926472
"region 9143",0.392671370320315
"region 9144",0.105075180316371
"region 9162",0.348311649786955
"region 9168",0.795368269174437
"region 9172",0.304161275055532
"region 9176",0.467265741002956
"region 9184",0.163067880591768
"region 9216",0.181394210466836
"region 9222",0.173356175668228
"region 9252",0.398121403093589
"region 9258",0.209646436555925
"region 9261",0.787761085956678
"region 9271",0.471617617504424
"region 9272",0.91093703635177
"region 9289",0.146883087477951
"region 9290",0.3402832620432
"region 9295",0.795320519952368
"region 9305",0.511890647889274
"region 9308",0.140633493009919
"region 9320",0.413686567087497
"region 9323",0.201575825143597
"region 9339",0.120728222892489
"region 9347",0.284323429388647
"region 9349",0.225237359124759
"region 9370",0.208614470074541
"region 9382",0.282881173092162
"region 9394",0.19312212428175
"region 9400",0.082460150177999
"region 9416",0.0812650957993483
"region 9418",0.119262614350648
"region 9435",0.250402531899929
"region 9459",0.31568362026743
"region 9464",0.206795946156991
"region 9500",0.419437105272171
"region 9506",0.134725845513502
"region 9508",0.155195950231377
"region 9513",0.132831698923153
"region 9515",0.100864133988859
"region 9526",0.250932677581799
"region 9534",0.072654286531797
"region 9542",0.957699497130248
"region 9557",0.462218460748714
"region 9575",0.332483968591064
"region 9601",0.0471909892756637
"region 9603",0.102599050244338
"region 9607",0.658832017136186
"region 9626",0.748797596989666
"region 9658",0.0618033591904259
"region 9666",0.101780735326098
"region 9672",0.195177869082422
"region 9680",0.141461702557689
"region 9686",0.446611595199744
"region 9700",0.191382677481792
"region 9701",0.135187126229432
"region 9707",0.263390697592033
"region 9723",0.720563183763547
"region 9752",0.0511149352827402
"region 9763",0.0279077287290935
"region 9766",0.315797780853543
"region 9767",0.118376689540853
"region 9773",0.201752409558749
"region 9786",0.224369111526631
"region 9791",0.462262520097528
"region 9796",0.139679471431283
"region 9797",0.566508357220099
"region 9805",0.08625221047833
"region 9833",0.115533561522458
"region 9836",0.319629243978688
"region 9839",0.479902576350364
"region 9858",0.598480018927123
"region 9868",0.149359313941153
"region 9875",0.753186129130445
"region 9878",0.238570720787511
"region 9897",0.320878032773273
"region 9914",0.0906439424008345
"region 9924",0.319634672160691
"region 9928",0.729164987591867
"region 9930",0.66686149727374
"region 9934",0.158456799207316
"region 9940",0.599665584658661
"region 9951",0.0969243588774924
"region 9954",0.262080925776631
"region 9956",0.100200930845588
"region 9960",0.662420485829255
"region 9972",0.492129996318931
"region 9979",0.179034944857931
"region 9986",0.31917339590279
"region 9998",0.0957118212921127
"region 1",0.381868251147182
"region 10",0.860473536731821
"region 16",0.706043504305789
"region 36",0.942236916821249
"region 56",0.85080193889147
"region 59",0.838489544447843
"region 87",0.924739022815777
"region 101",0.757982027196045
"region 113",0.473997816786798
"region 116",0.189598993109183
"region 145",0.886300816340015
"region 158",0.559014973846117
"region 162",0.83660153816745
"region 168",0.85578355651384
"region 171",0.970048922517995
"region 183",0.932999158422777
"region 225",0.664587765851321
"region 237",0.921762483214737
"region 247",0.941558230538403
"region 249",0.338522382056796
"region 253",0.954079682987052
"region 254",0.942050547730664
"region 279",0.131325289843217
"region 293",0.836466712847754
"region 310",0.854870484493371
"region 315",0.928974655523519
"region 321",0.867565995401817
"region 323",0.479713486415421
"region 324",0.920237816647693
"region 325",0.173333881531971
"region 342",0.866039152915242
"region 343",0.906872618773844
"region 347",0.964231089400441
"region 369",0.744492921740385
"region 380",0.970215489532291
"region 407",0.859260446663675
"region 412",0.899116227519931
"region 415",0.834083440271024
"region 436",0.499952980038753
"region 444",0.818030643678052
"region 445",0.563942250170542
"region 454",0.617235537222931
"region 463",0.803657646340104
"region 465",0.886159365789361
"region 477",0.438847917794489
"region 500",0.800783975337083
"region 501",0.799007856498105
"region 504",0.808652027902606
"region 512",0.879673961636315
"region 516",0.631648083857948
"region 520",0.281153744884364
"region 527",0.850744859922872
"region 541",0.821342028786683
"region 562",0.88763813717904
"region 566",0.375448679809619
"region 567",0.959507479360071
"region 573",0.95624844331711
"region 585",0.845299481631876
"region 591",0.595622585054089
"region 592",0.951605305152075
"region 603",0.938648555480768
"region 612",0.96828081092236
"region 628",0.927345343790129
"region 639",0.698594541277261
"region 653",0.0736012262911478
"region 656",0.994168011790944
"region 667",0.834195249732686
"region 669",0.934551956220619
"region 677",0.83882415887824
"region 693",0.154921119109777
"region 696",0.624756140617327
"region 722",0.791874764463705
"region 730",0.891253679079824
"region 767",0.959598609643065
"region 769",0.976486270283568
"region 772",0.999999663722439
"region 775",0.97661128516715
"region 788",0.0350045689786587
"region 797",0.582401168904955
"region 801",0.978958917123462
"region 819",0.483642638572847
"region 831",0.941880504420543
"region 837",0.930663468998609
"region 841",0.27980790155248
"region 851",0.538173568763693
"region 858",0.173408636315038
"region 864",0.87445574015261
"region 872",0.843570355847936
"region 894",0.650665020461908
"region 916",0.983892064324601
"region 922",0.266885350624372
"region 923",0.518327659582201
"region 931",0.0648396301432174
"region 944",0.864266983002977
"region 952",0.292310103645198
"region 966",0.948641264217611
"region 973",0.594624191468649
"region 975",0.792692168341228
"region 976",0.315126423419937
"region 1011",0.160388208511321
"region 1015",0.565896724850731
"region 1021",0.915284026603392
"region 1022",0.311681575822182
"region 1035",0.756025559962795
"region 1045",0.870433541748331
"region 1050",0.920416334931332
"region 1053",0.977972070248722
"region 1058",0.914843240583689
"region 1064",0.788793076347488
"region 1082",0.840992864298975
"region 1093",0.892945868964154
"region 1117",0.807294295438995
"region 1119",0.74315487507823
"region 1133",0.773093648751675
"region 1149",0.87694945006732
